0	17471	87
1	27361	276
2	32035	487
3	36679	748
4	35383	907
5	35137	1086
6	32073	1163
7	32996	1374
8	33203	1564
9	33331	1754
10	34179	1989
11	35141	2243
12	35392	2460
13	34045	2562
14	34243	2776
15	33713	2931
16	34443	3199
17	34843	3446
18	34685	3641
19	34620	3846
20	34923	4097
21	34116	4216
22	33342	4332
23	33156	4521
24	32973	4710
25	33031	4935
26	32882	5131
27	32834	5345
28	32559	5521
29	32502	5735
30	32386	5940
31	32343	6160
32	32209	6364
33	31975	6549
34	31891	6764
35	31859	6993
36	31673	7189
37	31430	7372
38	31249	7569
39	30563	7640
40	30430	7846
41	30064	7991
42	29926	8196
43	29791	8402
44	29319	8512
45	29042	8675
46	28899	8877
47	28739	9075
48	28453	9233
49	28197	9399
50	27969	9573
51	27774	9758
52	27794	10021
53	27625	10217
54	27542	10447
55	27507	10697
56	27340	10897
57	27225	11120
58	27060	11323
59	26918	11536
60	26700	11717
61	26426	11872
62	26396	12138
63	26280	12367
64	26231	12629
65	25811	12712
66	25692	12942
67	25339	13053
68	25191	13268
69	24882	13398
70	24501	13485
71	24377	13712
72	24282	13957
73	24095	14151
74	23918	14350
75	23781	14575
76	23592	14769
77	23445	14989
78	23261	15187
79	23116	15410
80	22972	15636
81	22570	15684
82	22324	15836
83	22131	16026
84	21938	16215
85	21607	16300
86	21557	16597
87	21414	16825
88	21227	17020
89	21041	17215
90	20780	17348
91	20628	17572
92	20495	17814
93	20113	17836
94	19991	18087
95	19887	18357
96	19715	18566
97	19563	18796
98	19418	19033
99	19299	19299
100	19149	19536
101	18962	19736
102	18817	19981
103	18574	20122
104	18425	20364
105	18182	20503
106	17902	20597
107	17780	20873
108	17660	21154
109	17584	21492
110	17492	21816
111	17419	22170
112	17299	22470
113	17161	22748
114	16992	22989
115	16857	23278
116	16636	23451
117	16490	23729
118	16383	24069
119	16216	24325
120	16009	24520
121	15805	24720
122	15549	24838
123	15365	25070
124	15179	25298
125	15010	25558
126	14820	25782
127	14619	25990
128	14427	26213
129	14232	26432
130	14044	26663
131	13854	26894
132	13678	27153
133	13502	27413
134	13301	27625
135	13099	27836
136	12904	28061
137	12715	28301
138	12517	28523
139	12325	28758
140	12131	28993
141	11939	29229
142	11741	29456
143	11544	29685
144	11349	29921
145	11150	30147
146	10946	30360
147	10742	30575
148	10535	30780
149	10336	31008
150	10130	31219
151	9926	31435
152	9723	31652
153	9517	31863
154	9314	32083
155	9091	32232
156	8882	32431
157	8681	32660
158	8479	32882
159	8272	33091
160	8054	33250
161	7835	33405
162	7593	33452
163	7393	33681
164	7197	33930
165	6999	34176
166	6789	34360
167	6595	34628
168	6399	34890
169	6198	35124
170	6003	35399
171	5804	35655
172	5578	35744
173	5374	35966
174	5168	36180
175	4969	36444
176	4766	36682
177	4564	36929
178	4361	37179
179	4159	37432
180	3957	37698
181	3753	37948
182	3537	38076
183	3328	38278
184	3123	38517
185	2903	38569
186	2698	38813
187	2493	39070
188	2289	39343
189	2083	39582
190	1876	39827
191	1664	39950
192	1457	40185
193	1249	40412
194	1042	40660
195	835	40918
196	626	41140
197	416	41273
198	207	41374
199	0	41633
